lambda_weight,run_id,algorithm,accuracy_norm,energy_per_token_norm,latency_norm,reward,total_energy_wh
0.2,244,epsilon_greedy,0.6355939428026525,0.22984116016388398,0.21665046390773146,0.6625069222093452,319.10108836709173
0.2,244,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.4249085655202519,440.4658335067343
0.2,244,linear_epsilon_greedy,0.6652171027687096,0.1696468509656019,0.18491443369882637,0.6982443120218474,239.34333081622708
0.2,244,linucb,0.649142326630465,0.20248851924427513,0.21768273978540179,0.678816157455517,267.62215112718974
0.2,244,random,0.5106002819018044,0.17136384978088923,0.20689551639674797,0.5742074555652658,245.58939808125973
0.2,244,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.44842711195911517,52.46320379757186
0.2,244,thompson_sampling,0.6146007172822002,0.15330505969293706,0.19819800302667928,0.6610195618871728,182.95463793685528
0.2,245,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.6405409717069579,731.4273224816835
0.2,245,epsilon_greedy,0.674160477862009,0.48441065901227437,0.5668175624783769,0.6424462504871524,663.9363326209794
0.2,245,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.4249085655202519,440.4658335067343
0.2,245,linear_epsilon_greedy,0.6694577893375017,0.20199716916050414,0.21367387178273353,0.6951667976379006,251.34363957785166
0.2,245,linucb,0.6361260509694329,0.16153511851577798,0.20952105199059073,0.6765938170723907,152.61333564013103
0.2,245,random,0.49518910473857897,0.16870203239718687,0.20378146822082058,0.5624108773114258,236.08370049499774
0.2,245,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.44842711195911517,52.46320379757186
0.2,245,thompson_sampling,0.6603153495290564,0.19366542155396943,0.23523022918982406,0.6895191953124513,243.50910723408361
0.2,246,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.6405409717069579,731.4273224816835
0.2,246,epsilon_greedy,0.672572438708752,0.2165660762461571,0.2612907718950977,0.6947447357177703,374.6008044796254
0.2,246,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.4249085655202519,440.4658335067343
0.2,246,linear_epsilon_greedy,0.6555342761457549,0.24034813877183925,0.26567674302233873,0.6763577931622361,254.49718833834785
0.2,246,linucb,0.6657283497862563,0.17310971401278216,0.18353131546766524,0.6979607370264487,194.6463475350778
0.2,246,random,0.49620210733468195,0.16709534255608255,0.20290851068152604,0.5635426173565291,238.30782251493332
0.2,246,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.44842711195911517,52.46320379757186
0.2,246,thompson_sampling,0.6477018247961862,0.2099983096709469,0.2540306979770031,0.6761617979027597,261.8751869456691
0.3,342,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.6183096511071363,731.4273224816835
0.3,342,epsilon_greedy,0.5971016667119529,0.1269640787397552,0.15048812021516209,0.6798819430764405,209.56905481727742
0.3,342,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.44526595493173615,440.4658335067343
0.3,342,linear_epsilon_greedy,0.6072014900614836,0.14073077252522734,0.1742091381171466,0.6828218112854703,206.5254390047219
0.3,342,linucb,0.6520468754488201,0.18134887100062666,0.21608349896736423,0.702028151513986,253.19988290777806
0.3,342,random,0.5166702895772485,0.1702265408264769,0.20693360579068,0.6106012404561308,241.44721924470267
0.3,342,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.5113920844231838,52.46320379757186
0.3,342,thompson_sampling,0.6412376476903404,0.17672792974644497,0.20608839930137682,0.6958479744593047,233.94460853481812
0.3,343,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.6183096511071363,731.4273224816835
0.3,343,epsilon_greedy,0.5864669187437264,0.10365982594502157,0.13157620230664502,0.6794288953371019,137.27037384788616
0.3,343,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.44526595493173615,440.4658335067343
0.3,343,linear_epsilon_greedy,0.6526328160544386,0.18816326427051375,0.22251559137166918,0.7003939919569527,212.11571319588933
0.3,343,linucb,0.633377626341602,0.17401613283244097,0.1795843435975459,0.6911594985893891,198.47158532014504
0.3,343,random,0.5039627587965421,0.16650781165511747,0.20436155580879936,0.6028215876610441,234.7093774616712
0.3,343,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.5113920844231838,52.46320379757186
0.3,343,thompson_sampling,0.6646843867163902,0.17864220355112034,0.20001633075517658,0.7116864096361369,170.34410317801252
0.3,344,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.6183096511071363,731.4273224816835
0.3,344,epsilon_greedy,0.6727487453647155,0.21948355145533902,0.2649191252350056,0.7050790563186992,376.18916678811587
0.3,344,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.44526595493173615,440.4658335067343
0.3,344,linear_epsilon_greedy,0.6072458604069647,0.1542663406969353,0.18154858930972134,0.6787922000757947,271.39726709843507
0.3,344,linucb,0.6215133261347189,0.16200733790822777,0.20669200990966616,0.6864571269218349,204.32978986093073
0.3,344,random,0.500402768045348,0.16465152303134817,0.2041159485084634,0.6008864807223391,234.80370918536798
0.3,344,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.5113920844231838,52.46320379757186
0.3,344,thompson_sampling,0.6357269097182839,0.16377560816756337,0.18518672114817644,0.6958761543525297,193.35224760639696
0.3,345,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.6183096511071363,731.4273224816835
0.3,345,epsilon_greedy,0.6706263724406925,0.21968698876933623,0.2646122235176411,0.7035323640776838,379.44399809495764
0.3,345,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.44526595493173615,440.4658335067343
0.3,345,linear_epsilon_greedy,0.6550210584625717,0.17489355460266845,0.1957494029674153,0.7060466745429997,222.40062292963495
0.3,345,linucb,0.6252903407347518,0.1478921039020323,0.169914876250251,0.6933356073437165,238.12047542074401
0.3,345,random,0.5248182732709143,0.16377024444699517,0.20028702245830793,0.6182417179555415,231.15868773411827
0.3,345,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.5113920844231838,52.46320379757186
0.3,345,thompson_sampling,0.6330366156211802,0.15953630945575548,0.18423630241999436,0.6952647380980995,167.9422012542936
0.3,346,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.6183096511071363,731.4273224816835
0.3,346,epsilon_greedy,0.6719277757112208,0.21380423710840524,0.2578810440315313,0.7062081718653329,366.2662137346684
0.3,346,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.44526595493173615,440.4658335067343
0.3,346,linear_epsilon_greedy,0.6542454916154401,0.1668681255858218,0.179900169165033,0.7079114064550615,232.51587922803634
0.3,346,linucb,0.6347393760932399,0.14827199756755957,0.16963510650796965,0.699835963995,210.76485507108558
0.3,346,random,0.5038573346282895,0.16872798123353483,0.2052708406424871,0.6020817398697422,235.82298828804957
0.3,346,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.5113920844231838,52.46320379757186
0.3,346,thompson_sampling,0.6251996821277668,0.1373840639204645,0.16530205466107667,0.6964245583132973,168.3679363712569
0.4,442,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.5960783305073147,731.4273224816835
0.4,442,epsilon_greedy,0.6685092486603137,0.2166271890470739,0.2604339418345209,0.7144546735773587,374.5324812132329
0.4,442,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.46562334434322056,440.4658335067343
0.4,442,linear_epsilon_greedy,0.6310335773589445,0.17310433953608687,0.21726685129647905,0.709378410600932,231.394821979357
0.4,442,linucb,0.6341962013232887,0.1502330346467883,0.16544007052065976,0.7204245069352578,225.94638463767353
0.4,442,random,0.5064686892841959,0.16327961146585637,0.20004918490252319,0.6385693689841749,227.17773052076316
0.4,442,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.5743570568872527,52.46320379757186
0.4,442,thompson_sampling,0.6176775181189019,0.14243994380344277,0.1668346441804713,0.7136305333499641,209.63486398796763
0.4,443,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.5960783305073147,731.4273224816835
0.4,443,epsilon_greedy,0.5884663850591964,0.0982289109530392,0.12471122353526727,0.7137882666543022,134.14903201263473
0.4,443,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.46562334434322056,440.4658335067343
0.4,443,linear_epsilon_greedy,0.6239667106080746,0.16741649377257653,0.19684148657927958,0.7074134288558142,256.55575506556033
0.4,443,linucb,0.6227241924974227,0.13192864951505973,0.16156801353977002,0.7208630556924298,183.51543143882498
0.4,443,random,0.5159136319407643,0.1693085437930513,0.2091371566340213,0.641824761647238,236.55116586949998
0.4,443,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.5743570568872527,52.46320379757186
0.4,443,thompson_sampling,0.6338458152403559,0.1380648486551922,0.15928675613941978,0.7250815496821366,183.29180926983935
0.4,444,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.5960783305073147,731.4273224816835
0.4,444,epsilon_greedy,0.6548433544687766,0.21645836681205552,0.24860890705240482,0.7063226659564438,358.9441870199645
0.4,444,largest,0.38419378669728327,0.4122323191878735,0.4059649715387025,0.46562334434322056,440.4658335067343
0.4,444,linear_epsilon_greedy,0.6195447046990871,0.1790636418677905,0.19295318663935726,0.7001013660723361,266.95388339853463
0.4,444,linucb,0.648656378246032,0.1552520042003647,0.17046351784276978,0.7270930252674733,190.92377182589183
0.4,444,random,0.5097386102599786,0.1675555487764016,0.2027123325953604,0.6388209466454265,230.65381649408812
0.4,444,smallest,0.3224971670309777,0.04785310832833502,0.08831793858344318,0.5743570568872527,52.46320379757186
0.4,444,thompson_sampling,0.6192612994593986,0.13587644547075914,0.15937097574309123,0.7172062014873355,156.438993303409
0.4,445,accuracy,0.6850036129066008,0.5373095930916143,0.6258397028689867,0.5960783305073147,731.4273224816835
